section,key,value
At_curve_pe1pct,theta_5.0,202.3993
At_curve_pe1pct,theta_5.43,201.7144
At_curve_pe1pct,theta_5.85,201.0673
At_curve_pe1pct,theta_6.28,200.4564
At_curve_pe1pct,theta_6.71,199.88
At_curve_pe1pct,theta_7.14,199.3365
At_curve_pe1pct,theta_7.56,198.8245
At_curve_pe1pct,theta_7.99,198.3425
At_curve_pe1pct,theta_8.42,197.889
At_curve_pe1pct,theta_8.84,197.4628
At_curve_pe1pct,theta_9.27,197.0624
At_curve_pe1pct,theta_9.7,196.6866
At_curve_pe1pct,theta_10.13,196.3342
At_curve_pe1pct,theta_10.55,196.004
At_curve_pe1pct,theta_10.98,195.6948
At_curve_pe1pct,theta_11.41,195.4056
At_curve_pe1pct,theta_11.83,195.1352
At_curve_pe1pct,theta_12.26,194.8827
At_curve_pe1pct,theta_12.69,194.6471
At_curve_pe1pct,theta_13.12,194.4274
At_curve_pe1pct,theta_13.54,194.2226
At_curve_pe1pct,theta_13.97,194.0321
At_curve_pe1pct,theta_14.4,193.8548
At_curve_pe1pct,theta_14.82,193.69
At_curve_pe1pct,theta_15.25,193.5369
At_curve_pe1pct,theta_15.68,193.3948
At_curve_pe1pct,theta_16.11,193.2631
At_curve_pe1pct,theta_16.53,193.1409
At_curve_pe1pct,theta_16.96,193.0276
At_curve_pe1pct,theta_17.39,192.9227
At_curve_pe1pct,theta_17.81,192.8256
At_curve_pe1pct,theta_18.24,192.7357
At_curve_pe1pct,theta_18.67,192.6524
At_curve_pe1pct,theta_19.1,192.5753
At_curve_pe1pct,theta_19.52,192.5038
At_curve_pe1pct,theta_19.95,192.4376
At_curve_pe1pct,theta_20.38,192.3762
At_curve_pe1pct,theta_20.8,192.3191
At_curve_pe1pct,theta_21.23,192.266
At_curve_pe1pct,theta_21.66,192.2166
At_curve_pe1pct,theta_22.09,192.1704
At_curve_pe1pct,theta_22.51,192.1272
At_curve_pe1pct,theta_22.94,192.0866
At_curve_pe1pct,theta_23.37,192.0484
At_curve_pe1pct,theta_23.79,192.0122
At_curve_pe1pct,theta_24.22,191.9779
At_curve_pe1pct,theta_24.65,191.9452
At_curve_pe1pct,theta_25.08,191.9139
At_curve_pe1pct,theta_25.5,191.8838
At_curve_pe1pct,theta_25.93,191.8546
At_curve_pe1pct,theta_26.36,191.8263
At_curve_pe1pct,theta_26.78,191.7987
At_curve_pe1pct,theta_27.21,191.7715
At_curve_pe1pct,theta_27.64,191.7448
At_curve_pe1pct,theta_28.07,191.7183
At_curve_pe1pct,theta_28.49,191.692
At_curve_pe1pct,theta_28.92,191.6657
At_curve_pe1pct,theta_29.35,191.6393
At_curve_pe1pct,theta_29.77,191.6129
At_curve_pe1pct,theta_30.2,191.5863
At_curve_pe1pct,theta_30.63,191.5594
At_curve_pe1pct,theta_31.06,191.5322
At_curve_pe1pct,theta_31.48,191.5047
At_curve_pe1pct,theta_31.91,191.4768
At_curve_pe1pct,theta_32.34,191.4485
At_curve_pe1pct,theta_32.76,191.4197
At_curve_pe1pct,theta_33.19,191.3905
At_curve_pe1pct,theta_33.62,191.3609
At_curve_pe1pct,theta_34.05,191.3307
At_curve_pe1pct,theta_34.47,191.3001
At_curve_pe1pct,theta_34.9,191.269
At_curve_pe1pct,theta_35.33,191.2375
At_curve_pe1pct,theta_35.75,191.2054
At_curve_pe1pct,theta_36.18,191.173
At_curve_pe1pct,theta_36.61,191.1401
At_curve_pe1pct,theta_37.04,191.1067
At_curve_pe1pct,theta_37.46,191.073
At_curve_pe1pct,theta_37.89,191.0389
At_curve_pe1pct,theta_38.32,191.0045
At_curve_pe1pct,theta_38.74,190.9698
At_curve_pe1pct,theta_39.17,190.9347
At_curve_pe1pct,theta_39.6,190.8993
At_curve_pe1pct,theta_40.03,190.8637
At_curve_pe1pct,theta_40.45,190.8279
At_curve_pe1pct,theta_40.88,190.7919
At_curve_pe1pct,theta_41.31,190.7557
At_curve_pe1pct,theta_41.73,190.7194
At_curve_pe1pct,theta_42.16,190.6829
At_curve_pe1pct,theta_42.59,190.6463
At_curve_pe1pct,theta_43.02,190.6096
At_curve_pe1pct,theta_43.44,190.5728
At_curve_pe1pct,theta_43.87,190.536
At_curve_pe1pct,theta_44.3,190.4991
At_curve_pe1pct,theta_44.72,190.4623
At_curve_pe1pct,theta_45.15,190.4253
At_curve_pe1pct,theta_45.58,190.3884
At_curve_pe1pct,theta_46.01,190.3515
At_curve_pe1pct,theta_46.43,190.3145
At_curve_pe1pct,theta_46.86,190.2776
At_curve_pe1pct,theta_47.29,190.2406
At_curve_pe1pct,theta_47.71,190.2036
At_curve_pe1pct,theta_48.14,190.1666
At_curve_pe1pct,theta_48.57,190.1295
At_curve_pe1pct,theta_48.99,190.0923
At_curve_pe1pct,theta_49.42,190.0551
At_curve_pe1pct,theta_49.85,190.0177
At_curve_pe1pct,theta_50.28,189.9802
At_curve_pe1pct,theta_50.7,189.9425
At_curve_pe1pct,theta_51.13,189.9046
At_curve_pe1pct,theta_51.56,189.8664
At_curve_pe1pct,theta_51.98,189.8279
At_curve_pe1pct,theta_52.41,189.7891
At_curve_pe1pct,theta_52.84,189.7499
At_curve_pe1pct,theta_53.27,189.7102
At_curve_pe1pct,theta_53.69,189.67
At_curve_pe1pct,theta_54.12,189.6293
At_curve_pe1pct,theta_54.55,189.5879
At_curve_pe1pct,theta_54.97,189.5457
At_curve_pe1pct,theta_55.4,189.5028
At_curve_pe1pct,theta_55.83,189.4591
At_curve_pe1pct,theta_56.26,189.4144
At_curve_pe1pct,theta_56.68,189.3687
At_curve_pe1pct,theta_57.11,189.3219
At_curve_pe1pct,theta_57.54,189.2738
At_curve_pe1pct,theta_57.96,189.2245
At_curve_pe1pct,theta_58.39,189.1739
At_curve_pe1pct,theta_58.82,189.1217
At_curve_pe1pct,theta_59.25,189.068
At_curve_pe1pct,theta_59.67,189.0126
At_curve_pe1pct,theta_60.1,188.9555
At_curve_pe1pct,theta_60.53,188.8964
At_curve_pe1pct,theta_60.95,188.8354
At_curve_pe1pct,theta_61.38,188.7723
At_curve_pe1pct,theta_61.81,188.707
At_curve_pe1pct,theta_62.24,188.6394
At_curve_pe1pct,theta_62.66,188.5694
At_curve_pe1pct,theta_63.09,188.4969
At_curve_pe1pct,theta_63.52,188.4217
At_curve_pe1pct,theta_63.94,188.3438
At_curve_pe1pct,theta_64.37,188.2631
At_curve_pe1pct,theta_64.8,188.1794
At_curve_pe1pct,theta_65.23,188.0926
At_curve_pe1pct,theta_65.65,188.0027
At_curve_pe1pct,theta_66.08,187.9095
At_curve_pe1pct,theta_66.51,187.813
At_curve_pe1pct,theta_66.93,187.713
At_curve_pe1pct,theta_67.36,187.6094
At_curve_pe1pct,theta_67.79,187.5022
At_curve_pe1pct,theta_68.22,187.3913
At_curve_pe1pct,theta_68.64,187.2765
At_curve_pe1pct,theta_69.07,187.1578
At_curve_pe1pct,theta_69.5,187.0352
At_curve_pe1pct,theta_69.92,186.9084
At_curve_pe1pct,theta_70.35,186.7776
At_curve_pe1pct,theta_70.78,186.6426
At_curve_pe1pct,theta_71.21,186.5034
At_curve_pe1pct,theta_71.63,186.36
At_curve_pe1pct,theta_72.06,186.2122
At_curve_pe1pct,theta_72.49,186.0601
At_curve_pe1pct,theta_72.91,185.9036
At_curve_pe1pct,theta_73.34,185.7428
At_curve_pe1pct,theta_73.77,185.5776
At_curve_pe1pct,theta_74.2,185.408
At_curve_pe1pct,theta_74.62,185.2341
At_curve_pe1pct,theta_75.05,185.0559
At_curve_pe1pct,theta_75.48,184.8734
At_curve_pe1pct,theta_75.9,184.6866
At_curve_pe1pct,theta_76.33,184.4958
At_curve_pe1pct,theta_76.76,184.3008
At_curve_pe1pct,theta_77.19,184.1019
At_curve_pe1pct,theta_77.61,183.8991
At_curve_pe1pct,theta_78.04,183.6925
At_curve_pe1pct,theta_78.47,183.4823
At_curve_pe1pct,theta_78.89,183.2687
At_curve_pe1pct,theta_79.32,183.0518
At_curve_pe1pct,theta_79.75,182.8317
At_curve_pe1pct,theta_80.18,182.6088
At_curve_pe1pct,theta_80.6,182.3832
At_curve_pe1pct,theta_81.03,182.1552
At_curve_pe1pct,theta_81.46,181.925
At_curve_pe1pct,theta_81.88,181.693
At_curve_pe1pct,theta_82.31,181.4594
At_curve_pe1pct,theta_82.74,181.2245
At_curve_pe1pct,theta_83.17,180.9888
At_curve_pe1pct,theta_83.59,180.7526
At_curve_pe1pct,theta_84.02,180.5163
At_curve_pe1pct,theta_84.45,180.2803
At_curve_pe1pct,theta_84.87,180.0452
At_curve_pe1pct,theta_85.3,179.8113
At_curve_pe1pct,theta_85.73,179.5791
At_curve_pe1pct,theta_86.16,179.3493
At_curve_pe1pct,theta_86.58,179.1224
At_curve_pe1pct,theta_87.01,178.899
At_curve_pe1pct,theta_87.44,178.6797
At_curve_pe1pct,theta_87.86,178.4652
At_curve_pe1pct,theta_88.29,178.2561
At_curve_pe1pct,theta_88.72,178.0532
At_curve_pe1pct,theta_89.15,177.8573
At_curve_pe1pct,theta_89.57,177.6692
At_curve_pe1pct,theta_90.0,177.4896
Pr_percentile_pe1pct,pct_1,-309.8517
Pr_percentile_pe1pct,tx_pct_1,-319.8157
Pr_percentile_pe1pct,pct_2,-304.7736
Pr_percentile_pe1pct,tx_pct_2,-313.2467
Pr_percentile_pe1pct,pct_3,-301.9156
Pr_percentile_pe1pct,tx_pct_3,-309.7151
Pr_percentile_pe1pct,pct_4,-299.9957
Pr_percentile_pe1pct,tx_pct_4,-307.4135
Pr_percentile_pe1pct,pct_5,-298.336
Pr_percentile_pe1pct,tx_pct_5,-305.4498
Pr_percentile_pe1pct,pct_6,-297.1281
Pr_percentile_pe1pct,tx_pct_6,-304.0397
Pr_percentile_pe1pct,pct_7,-296.0999
Pr_percentile_pe1pct,tx_pct_7,-302.851
Pr_percentile_pe1pct,pct_8,-295.1705
Pr_percentile_pe1pct,tx_pct_8,-301.7812
Pr_percentile_pe1pct,pct_9,-294.3392
Pr_percentile_pe1pct,tx_pct_9,-300.8343
Pr_percentile_pe1pct,pct_10,-293.629
Pr_percentile_pe1pct,tx_pct_10,-300.0252
Pr_percentile_pe1pct,pct_11,-292.9846
Pr_percentile_pe1pct,tx_pct_11,-299.2964
Pr_percentile_pe1pct,pct_12,-292.3855
Pr_percentile_pe1pct,tx_pct_12,-298.6202
Pr_percentile_pe1pct,pct_13,-291.8106
Pr_percentile_pe1pct,tx_pct_13,-297.9743
Pr_percentile_pe1pct,pct_14,-291.3201
Pr_percentile_pe1pct,tx_pct_14,-297.4249
Pr_percentile_pe1pct,pct_15,-290.8379
Pr_percentile_pe1pct,tx_pct_15,-296.8839
Pr_percentile_pe1pct,pct_16,-290.4046
Pr_percentile_pe1pct,tx_pct_16,-296.401
Pr_percentile_pe1pct,pct_17,-289.995
Pr_percentile_pe1pct,tx_pct_17,-295.9435
Pr_percentile_pe1pct,pct_18,-289.6117
Pr_percentile_pe1pct,tx_pct_18,-295.5181
Pr_percentile_pe1pct,pct_19,-289.2544
Pr_percentile_pe1pct,tx_pct_19,-295.1209
Pr_percentile_pe1pct,pct_20,-288.9159
Pr_percentile_pe1pct,tx_pct_20,-294.7455
Pr_percentile_pe1pct,pct_21,-288.5982
Pr_percentile_pe1pct,tx_pct_21,-294.3931
Pr_percentile_pe1pct,pct_22,-288.3012
Pr_percentile_pe1pct,tx_pct_22,-294.0636
Pr_percentile_pe1pct,pct_23,-288.0131
Pr_percentile_pe1pct,tx_pct_23,-293.7448
Pr_percentile_pe1pct,pct_24,-287.7251
Pr_percentile_pe1pct,tx_pct_24,-293.426
Pr_percentile_pe1pct,pct_25,-287.4499
Pr_percentile_pe1pct,tx_pct_25,-293.1217
Pr_percentile_pe1pct,pct_26,-287.1908
Pr_percentile_pe1pct,tx_pct_26,-292.8359
Pr_percentile_pe1pct,pct_27,-286.9584
Pr_percentile_pe1pct,tx_pct_27,-292.5795
Pr_percentile_pe1pct,pct_28,-286.7395
Pr_percentile_pe1pct,tx_pct_28,-292.338
Pr_percentile_pe1pct,pct_29,-286.523
Pr_percentile_pe1pct,tx_pct_29,-292.0993
Pr_percentile_pe1pct,pct_30,-286.3146
Pr_percentile_pe1pct,tx_pct_30,-291.8694
Pr_percentile_pe1pct,pct_31,-286.1116
Pr_percentile_pe1pct,tx_pct_31,-291.6458
Pr_percentile_pe1pct,pct_32,-285.9175
Pr_percentile_pe1pct,tx_pct_32,-291.432
Pr_percentile_pe1pct,pct_33,-285.7192
Pr_percentile_pe1pct,tx_pct_33,-291.2135
Pr_percentile_pe1pct,pct_34,-285.5312
Pr_percentile_pe1pct,tx_pct_34,-291.0068
Pr_percentile_pe1pct,pct_35,-285.3472
Pr_percentile_pe1pct,tx_pct_35,-290.8047
Pr_percentile_pe1pct,pct_36,-285.1722
Pr_percentile_pe1pct,tx_pct_36,-290.6125
Pr_percentile_pe1pct,pct_37,-285.0047
Pr_percentile_pe1pct,tx_pct_37,-290.4281
Pr_percentile_pe1pct,pct_38,-284.8516
Pr_percentile_pe1pct,tx_pct_38,-290.2603
Pr_percentile_pe1pct,pct_39,-284.695
Pr_percentile_pe1pct,tx_pct_39,-290.0885
Pr_percentile_pe1pct,pct_40,-284.537
Pr_percentile_pe1pct,tx_pct_40,-289.915
Pr_percentile_pe1pct,pct_41,-284.3894
Pr_percentile_pe1pct,tx_pct_41,-289.753
Pr_percentile_pe1pct,pct_42,-284.2337
Pr_percentile_pe1pct,tx_pct_42,-289.5826
Pr_percentile_pe1pct,pct_43,-284.1005
Pr_percentile_pe1pct,tx_pct_43,-289.4367
Pr_percentile_pe1pct,pct_44,-283.96
Pr_percentile_pe1pct,tx_pct_44,-289.283
Pr_percentile_pe1pct,pct_45,-283.8208
Pr_percentile_pe1pct,tx_pct_45,-289.1307
Pr_percentile_pe1pct,pct_46,-283.6901
Pr_percentile_pe1pct,tx_pct_46,-288.988
Pr_percentile_pe1pct,pct_47,-283.5578
Pr_percentile_pe1pct,tx_pct_47,-288.8436
Pr_percentile_pe1pct,pct_48,-283.4235
Pr_percentile_pe1pct,tx_pct_48,-288.697
Pr_percentile_pe1pct,pct_49,-283.2949
Pr_percentile_pe1pct,tx_pct_49,-288.5569
Pr_percentile_pe1pct,pct_50,-283.1645
Pr_percentile_pe1pct,tx_pct_50,-288.415
Pr_percentile_pe1pct,pct_51,-283.0408
Pr_percentile_pe1pct,tx_pct_51,-288.2804
Pr_percentile_pe1pct,pct_52,-282.9203
Pr_percentile_pe1pct,tx_pct_52,-288.1494
Pr_percentile_pe1pct,pct_53,-282.7948
Pr_percentile_pe1pct,tx_pct_53,-288.0131
Pr_percentile_pe1pct,pct_54,-282.6662
Pr_percentile_pe1pct,tx_pct_54,-287.8739
Pr_percentile_pe1pct,pct_55,-282.5447
Pr_percentile_pe1pct,tx_pct_55,-287.7422
Pr_percentile_pe1pct,pct_56,-282.4237
Pr_percentile_pe1pct,tx_pct_56,-287.6114
Pr_percentile_pe1pct,pct_57,-282.3018
Pr_percentile_pe1pct,tx_pct_57,-287.4801
Pr_percentile_pe1pct,pct_58,-282.1815
Pr_percentile_pe1pct,tx_pct_58,-287.3503
Pr_percentile_pe1pct,pct_59,-282.0512
Pr_percentile_pe1pct,tx_pct_59,-287.21
Pr_percentile_pe1pct,pct_60,-281.9238
Pr_percentile_pe1pct,tx_pct_60,-287.0729
Pr_percentile_pe1pct,pct_61,-281.7969
Pr_percentile_pe1pct,tx_pct_61,-286.9371
Pr_percentile_pe1pct,pct_62,-281.6743
Pr_percentile_pe1pct,tx_pct_62,-286.8057
Pr_percentile_pe1pct,pct_63,-281.5504
Pr_percentile_pe1pct,tx_pct_63,-286.6734
Pr_percentile_pe1pct,pct_64,-281.4217
Pr_percentile_pe1pct,tx_pct_64,-286.5359
Pr_percentile_pe1pct,pct_65,-281.2848
Pr_percentile_pe1pct,tx_pct_65,-286.3898
Pr_percentile_pe1pct,pct_66,-281.1529
Pr_percentile_pe1pct,tx_pct_66,-286.2494
Pr_percentile_pe1pct,pct_67,-281.0172
Pr_percentile_pe1pct,tx_pct_67,-286.1054
Pr_percentile_pe1pct,pct_68,-280.8823
Pr_percentile_pe1pct,tx_pct_68,-285.9623
Pr_percentile_pe1pct,pct_69,-280.7485
Pr_percentile_pe1pct,tx_pct_69,-285.8206
Pr_percentile_pe1pct,pct_70,-280.6153
Pr_percentile_pe1pct,tx_pct_70,-285.6794
Pr_percentile_pe1pct,pct_71,-280.4714
Pr_percentile_pe1pct,tx_pct_71,-285.5278
Pr_percentile_pe1pct,pct_72,-280.3193
Pr_percentile_pe1pct,tx_pct_72,-285.3674
Pr_percentile_pe1pct,pct_73,-280.1766
Pr_percentile_pe1pct,tx_pct_73,-285.2173
Pr_percentile_pe1pct,pct_74,-280.0182
Pr_percentile_pe1pct,tx_pct_74,-285.0508
Pr_percentile_pe1pct,pct_75,-279.8563
Pr_percentile_pe1pct,tx_pct_75,-284.881
Pr_percentile_pe1pct,pct_76,-279.7073
Pr_percentile_pe1pct,tx_pct_76,-284.7249
Pr_percentile_pe1pct,pct_77,-279.5404
Pr_percentile_pe1pct,tx_pct_77,-284.5503
Pr_percentile_pe1pct,pct_78,-279.3639
Pr_percentile_pe1pct,tx_pct_78,-284.3659
Pr_percentile_pe1pct,pct_79,-279.1856
Pr_percentile_pe1pct,tx_pct_79,-284.1799
Pr_percentile_pe1pct,pct_80,-278.9998
Pr_percentile_pe1pct,tx_pct_80,-283.9864
Pr_percentile_pe1pct,pct_81,-278.8085
Pr_percentile_pe1pct,tx_pct_81,-283.7873
Pr_percentile_pe1pct,pct_82,-278.6246
Pr_percentile_pe1pct,tx_pct_82,-283.5962
Pr_percentile_pe1pct,pct_83,-278.4145
Pr_percentile_pe1pct,tx_pct_83,-283.3782
Pr_percentile_pe1pct,pct_84,-278.2063
Pr_percentile_pe1pct,tx_pct_84,-283.1621
Pr_percentile_pe1pct,pct_85,-278.0019
Pr_percentile_pe1pct,tx_pct_85,-282.9507
Pr_percentile_pe1pct,pct_86,-277.7759
Pr_percentile_pe1pct,tx_pct_86,-282.7169
Pr_percentile_pe1pct,pct_87,-277.5308
Pr_percentile_pe1pct,tx_pct_87,-282.4639
Pr_percentile_pe1pct,pct_88,-277.2767
Pr_percentile_pe1pct,tx_pct_88,-282.2019
Pr_percentile_pe1pct,pct_89,-277.0335
Pr_percentile_pe1pct,tx_pct_89,-281.9513
Pr_percentile_pe1pct,pct_90,-276.759
Pr_percentile_pe1pct,tx_pct_90,-281.6688
Pr_percentile_pe1pct,pct_91,-276.4691
Pr_percentile_pe1pct,tx_pct_91,-281.3711
Pr_percentile_pe1pct,pct_92,-276.1468
Pr_percentile_pe1pct,tx_pct_92,-281.0405
Pr_percentile_pe1pct,pct_93,-275.769
Pr_percentile_pe1pct,tx_pct_93,-280.6539
Pr_percentile_pe1pct,pct_94,-275.3464
Pr_percentile_pe1pct,tx_pct_94,-280.2225
Pr_percentile_pe1pct,pct_95,-274.8236
Pr_percentile_pe1pct,tx_pct_95,-279.6905
Pr_percentile_pe1pct,pct_96,-274.1435
Pr_percentile_pe1pct,tx_pct_96,-279.001
Pr_percentile_pe1pct,pct_97,-273.1185
Pr_percentile_pe1pct,tx_pct_97,-277.9659
Pr_percentile_pe1pct,pct_98,-271.3144
Pr_percentile_pe1pct,tx_pct_98,-276.1484
Pr_percentile_pe1pct,pct_99,-267.5574
Pr_percentile_pe1pct,tx_pct_99,-272.3838
